,Title,Average Score,Standard Deviation,Individual Scores,Author-defined Area
3164,Batch normalization is sufficient for universal function approximation in CNNs,5.25,1.7853571071357126,5;3;8;5,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
3165,Do Large Language Models Know about Facts?,5.25,0.4330127018922193,6;5;5;5,datasets and benchmarks
3166,Concept Bottleneck Generative Models,5.25,1.299038105676658,3;6;6;6,visualization or interpretation of learned representations
3167,Spatio-Temporal Graph Knowledge Distillation,5.25,0.4330127018922193,6;5;5;5,"general machine learning (i.e., none of the above)"
3168,Exploring Target Representations for Masked Autoencoders,5.25,1.299038105676658,6;6;6;3,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
3169,Unsupervised Order Learning,5.25,0.4330127018922193,5;5;5;6,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
3170,Bias Runs Deep: Implicit Reasoning Biases in Persona-Assigned LLMs,5.25,1.7853571071357126,3;5;5;8,"societal considerations including fairness, safety, privacy"
3171,IPR-NeRF: Ownership Verification Meets Neural Radiance Field,5.25,0.4330127018922193,5;5;5;6,"general machine learning (i.e., none of the above)"
3172,Fine-Tuning Language Models with Advantage-Induced Policy Alignment,5.25,1.7853571071357126,5;3;8;5,reinforcement learning
3173,One-for-All: Generalized LoRA for Parameter-Efficient Fine-tuning,5.25,0.4330127018922193,6;5;5;5,"transfer learning, meta learning, and lifelong learning"
3174,What's in a Prior? Learned Proximal Networks for Inverse Problems,5.25,1.7853571071357126,3;5;8;5,"representation learning for computer vision, audio, language, and other modalities"
3175,Contextual Molecule Representation Learning from Chemical Reaction Knowledge,5.25,1.7853571071357126,5;8;5;3,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
3176,Who’s Harry Potter? Approximate Unlearning for LLMs,5.25,1.7853571071357126,5;5;3;8,generative models
3177,CUS3D: A New Comprehensive Urban-Scale Semantic Segmentation 3D Benchmark Dataset,5.25,0.4330127018922193,5;5;5;6,datasets and benchmarks
3178,Beyond Language: Empowering Unsupervised Machine Translation with Cross-modal Alignment,5.25,0.4330127018922193,5;6;5;5,"representation learning for computer vision, audio, language, and other modalities"
3179,TSGM: Regular and Irregular Time-series Generation using Score-based Generative Models,5.25,1.7853571071357126,5;8;3;5,generative models
3180,VersVideo: Leveraging Enhanced Temporal Diffusion Models for Versatile Video Generation,5.25,1.299038105676658,6;6;3;6,generative models
3181,SF(DA)$^2$: Source-free Domain Adaptation Through the Lens of Data Augmentation,5.25,1.299038105676658,6;3;6;6,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
3182,Dynamic Adapter Merging for Continual Video Question-Answering Learning,5.25,0.4330127018922193,5;6;5;5,"representation learning for computer vision, audio, language, and other modalities"
3183,Personalized Language Generation via Bayesian Metric Augmented Retrieval,5.25,1.7853571071357126,5;5;3;8,generative models
3184,Breadth First Exploration in Grid-based Reinforcement Learning,5.25,0.4330127018922193,5;5;5;6,reinforcement learning
3185,UniAudio: An  Audio Foundation Model Toward Universal Audio Generation,5.25,3.191786333700926,10;5;1;5,"representation learning for computer vision, audio, language, and other modalities"
3186,Scaling Relationship on Learning Mathematical Reasoning with Large Language Models,5.25,0.4330127018922193,5;6;5;5,"representation learning for computer vision, audio, language, and other modalities"
3187,AutoRT: Embodied Foundation Models for Large Scale Orchestration of Robotic Agents,5.25,0.4330127018922193,5;6;5;5,"applications to robotics, autonomy, planning"
3188,Joint Representations for Reinforcement Learning with Multiple Sensors,5.25,1.7853571071357126,5;8;5;3,reinforcement learning
3189,A  Multi-resolution Dataset of Self-consistent Cloth Drapes for Physics-based Upsampling,5.25,0.4330127018922193,5;6;5;5,datasets and benchmarks
3190,SemPLeS: Semantic Prompt Learning for Weakly-Supervised Semantic Segmentation,5.25,1.7853571071357126,3;5;5;8,"representation learning for computer vision, audio, language, and other modalities"
3191,Language-Informed Visual Concept Learning,5.25,0.4330127018922193,6;5;5;5,generative models
3192,Model guidance via explanations turns image classifiers into segmentation models,5.25,1.7853571071357126,5;3;8;5,visualization or interpretation of learned representations
3193,LLM-driven Hateful Meme Detection via Cross-modal Memorizing and Self-rejection Training,5.25,0.4330127018922193,5;5;6;5,"representation learning for computer vision, audio, language, and other modalities"
3194,Rotation Invariant Quantization for Model Compression,5.25,1.7853571071357126,3;5;5;8,visualization or interpretation of learned representations
3195,Visual Semantic Learning via Early Stopping in Inverse Scale Space,5.25,0.4330127018922193,5;5;5;6,"representation learning for computer vision, audio, language, and other modalities"
3196,$\pi$2vec: Policy Representation with Successor Features,5.25,0.4330127018922193,5;6;5;5,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
3197,Optimum Shifting to Stabilize Training and Improve Generalization of Deep Neural Networks,5.25,1.7853571071357126,5;8;5;3,optimization
3198,Residual Denoising Diffusion Models,5.25,0.4330127018922193,5;6;5;5,generative models
3199,Generalizable Cross-Modality Distillation with Contrastive Learning,5.25,0.4330127018922193,5;5;5;6,"transfer learning, meta learning, and lifelong learning"
3200,DiffDock-Pocket: Diffusion for Pocket-Level Docking with Sidechain Flexibility,5.25,1.7853571071357126,5;5;8;3,"applications to physical sciences (physics, chemistry, biology, etc.)"
3201,"Improving Prototypical Part Networks with Reward Reweighing, Reselection, and Retraining",5.25,0.4330127018922193,6;5;5;5,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
3202,Denoising Graph Dissipation Model Improves Graph Representation Learning,5.25,0.4330127018922193,6;5;5;5,"representation learning for computer vision, audio, language, and other modalities"
3203,MetaFormer with Holistic Attention Modelling Improves Few-Shot Classification,5.25,0.4330127018922193,5;5;6;5,"transfer learning, meta learning, and lifelong learning"
3204,Prompt-tuning Latent Diffusion Models for Inverse Problems,5.25,1.299038105676658,6;3;6;6,generative models
3205,On the Generalization of Temporal Graph Learning with Theoretical Insights,5.25,1.7853571071357126,8;3;5;5,"representation learning for computer vision, audio, language, and other modalities"
3206,OmniInput: A Model-centric Evaluation Framework through Output Distribution,5.25,0.4330127018922193,5;5;6;5,"general machine learning (i.e., none of the above)"
3207,Communication-Efficient Algorithm for Asynchronous Multi-Agent Bandits,5.25,0.4330127018922193,5;5;5;6,reinforcement learning
3208,Improving Prompt-based Continual Learning with Key-Query Orthogonal Projection and Prototype-based One-Versus-All,5.25,0.4330127018922193,6;5;5;5,"transfer learning, meta learning, and lifelong learning"
3209,Benchmarking Diffusion Based Text-Guided Image Editing Methods,5.25,0.4330127018922193,5;5;5;6,datasets and benchmarks
3210,Fixed Non-negative Orthogonal Classifier: Inducing Zero-mean Neural Collapse with Feature Dimension Separation,5.25,0.4330127018922193,5;5;6;5,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
3211,Leveraging Task Structures for Improved Identifiability in Neural Network Representations,5.25,0.4330127018922193,6;5;5;5,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
3212,LLark: A Multimodal Foundation Model for Music,5.25,1.299038105676658,3;6;6;6,"representation learning for computer vision, audio, language, and other modalities"
3213,Knowledge Graph Completion by Intermediate Variables Regularization,5.25,1.7853571071357126,8;3;5;5,learning on graphs and other geometries & topologies
3214,Orthogonal Function Representations for Continuous Armed Bandits,5.25,0.4330127018922193,5;6;5;5,reinforcement learning
3215,WASA: WAtermark-based Source Attribution for Large Language Model-Generated Data,5.25,0.4330127018922193,5;6;5;5,"societal considerations including fairness, safety, privacy"
3216,Multitask Contrastive Learning,5.25,0.4330127018922193,5;5;6;5,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
3217,OpenMixup: A Comprehensive Mixup Benchmark for Visual Classification,5.25,0.4330127018922193,5;5;5;6,datasets and benchmarks
3218,Toward Student-oriented Teacher Network Training for Knowledge Distillation,5.25,0.4330127018922193,5;6;5;5,learning theory
3219,Understanding Retrieval Augmentation for Long-Form Question Answering,5.25,1.7853571071357126,5;8;3;5,"representation learning for computer vision, audio, language, and other modalities"
3220,Variational Federated Continual Learning,5.25,1.299038105676658,6;6;6;3,"transfer learning, meta learning, and lifelong learning"
3221,Deep Equilibrium Multimodal Fusion,5.25,0.4330127018922193,5;5;5;6,"representation learning for computer vision, audio, language, and other modalities"
3222,SkipDecode: Autoregressive Skip Decoding with Batching and Caching for Efficient LLM Inference,5.25,0.4330127018922193,6;5;5;5,generative models
3223,Improving Sample Efficiency of Model-Free Algorithms for Zero-Sum Markov Games,5.25,0.4330127018922193,5;6;5;5,reinforcement learning
3224,Structural Fairness-aware Active Learning for Graph Neural Networks,5.25,0.4330127018922193,5;5;5;6,learning on graphs and other geometries & topologies
3225,Data-Efficient Molecular Generation with Hierarchical Textual Inversion,5.25,1.299038105676658,6;6;6;3,"applications to physical sciences (physics, chemistry, biology, etc.)"
3226,BSPA: Exploring Black-box Stealthy Prompt Attacks against Image Generators,5.25,1.7853571071357126,8;5;5;3,"societal considerations including fairness, safety, privacy"
3227,Generalization Error Analysis of Deep Physical Models With Latent Variables Trained on Trajectory Data,5.25,1.7853571071357126,3;5;5;8,"neurosymbolic & hybrid AI systems (physics-informed, logic & formal reasoning, etc.)"
3228,Learning Sequence Attractors in Recurrent Networks with Hidden Neurons,5.25,1.7853571071357126,5;5;8;3,applications to neuroscience & cognitive science
3229,Task adaptation by biologically inspired stochastic comodulation,5.25,1.7853571071357126,5;3;5;8,applications to neuroscience & cognitive science
3230,Bayesian Vector Optimization with Gaussian Processes,5.25,0.4330127018922193,5;5;5;6,reinforcement learning
3231,Bridging Autoregressive and Masked Modeling for Enhanced Visual Representation Learning,5.25,0.4330127018922193,5;6;5;5,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
3232,Test-Time Training on Nearest Neighbors for Large Language Models,5.25,0.4330127018922193,5;5;5;6,"general machine learning (i.e., none of the above)"
3233,Federated Generative Learning with Foundation Models,5.25,0.4330127018922193,5;5;5;6,"general machine learning (i.e., none of the above)"
3234,Ring-A-Bell! How Reliable are Concept Removal Methods For Diffusion Models?,5.25,0.4330127018922193,6;5;5;5,"societal considerations including fairness, safety, privacy"
3235,Non-negative Contrastive Learning,5.25,0.4330127018922193,6;5;5;5,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
3236,LLM Blueprint: Enabling Text-to-Image Generation with Complex and Detailed Prompts,5.25,0.4330127018922193,5;5;6;5,generative models
3237,BrainLM: A foundation model for brain activity recordings,5.25,1.299038105676658,6;6;3;6,applications to neuroscience & cognitive science
3238,SASSL: Enhancing Self-Supervised Learning via Neural Style Transfer,5.25,1.299038105676658,6;6;6;3,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
3239,SoftHash: High-dimensional Hashing with A Soft Winner-Take-All Mechanism,5.25,0.4330127018922193,5;5;5;6,"metric learning, kernel learning, and sparse coding"
3240,Class-Imbalanced Graph Learning without Class Rebalancing,5.25,0.4330127018922193,6;5;5;5,learning on graphs and other geometries & topologies
3241,Benchmarking Smoothness and Reducing High-Frequency Oscillations in Continuous Control Policies,5.25,0.4330127018922193,5;6;5;5,"applications to robotics, autonomy, planning"
3242,Making Predictors More Reliable with Selective Recalibration,5.25,1.7853571071357126,5;5;8;3,"general machine learning (i.e., none of the above)"
